2500
1	44	29
2	80	73
3	71	24
4	40	56
5	2	70
6	41	42
7	26	6
8	5	96
9	55	43
10	56	80
11	9	99
12	34	61
13	18	27
14	77	45
15	11	92
16	19	33
17	4	55
18	76	96
19	53	74
20	44	14
21	55	52
22	57	82
23	77	78
24	21	60
25	40	30
26	29	75
27	36	47
28	73	63
29	6	51
30	41	50
31	82	16
32	70	60
33	54	84
34	58	44
35	57	5
36	55	1
37	82	10
38	88	12
39	69	57
40	87	7
41	79	8
42	54	16
43	76	15
44	66	25
45	74	81
46	97	7
47	64	54
48	38	65
49	10	17
50	21	94
51	92	64
52	74	75
53	85	72
54	30	60
55	64	52
56	57	17
57	30	44
58	56	9
59	33	7
60	87	20
61	25	5
62	59	82
63	48	88
64	3	94
65	86	55
66	17	22
67	94	78
68	51	88
69	48	77
70	30	78
71	94	11
72	54	84
73	93	22
74	28	10
75	30	26
76	31	14
77	93	52
78	38	87
79	79	39
80	93	41
81	62	66
82	42	9
83	96	56
84	32	92
85	68	45
86	53	61
87	45	60
88	82	7
89	14	36
90	62	10
91	21	41
92	92	90
93	75	15
94	53	31
95	71	54
96	20	45
97	53	31
98	84	60
99	52	49
100	91	16
101	74	21
102	80	44
103	48	18
104	53	60
105	68	62
106	1	13
107	1	88
108	1	93
109	22	75
110	30	52
111	96	90
112	21	47
113	7	47
114	93	3
115	17	57
116	75	85
117	27	88
118	4	53
119	14	73
120	33	57
121	67	81
122	67	33
123	24	68
124	41	68
125	20	45
126	35	70
127	16	14
128	60	53
129	54	22
130	76	53
131	36	70
132	56	51
133	3	61
134	34	60
135	15	16
136	94	64
137	96	81
138	47	61
139	27	21
140	63	88
141	56	46
142	57	98
143	49	71
144	93	17
145	68	3
146	70	67
147	19	2
148	62	27
149	84	21
150	34	93
151	57	98
152	79	28
153	86	52
154	70	25
155	13	14
156	57	33
157	29	68
158	40	13
159	27	78
160	78	31
161	97	94
162	94	47
163	71	14
164	32	54
165	48	55
166	53	65
167	90	3
168	52	30
169	54	75
170	86	22
171	53	64
172	33	41
173	53	81
174	57	70
175	1	80
176	72	36
177	82	95
178	8	66
179	21	53
180	6	39
181	3	66
182	66	58
183	85	90
184	65	19
185	38	40
186	2	51
187	90	90
188	72	34
189	2	43
190	23	29
191	62	99
192	95	95
193	59	42
194	92	3
195	39	77
196	43	97
197	53	41
198	30	8
199	26	39
200	76	94
201	44	61
202	52	77
203	10	34
204	76	22
205	48	11
206	11	97
207	90	11
208	52	4
209	4	47
210	25	45
211	40	42
212	81	67
213	74	93
214	32	11
215	3	97
216	59	6
217	82	46
218	77	9
219	30	89
220	1	52
221	49	77
222	85	9
223	12	37
224	83	36
225	78	15
226	54	8
227	73	18
228	11	35
229	45	45
230	43	40
231	45	48
232	91	99
233	6	26
234	15	69
235	21	35
236	10	13
237	21	67
238	4	95
239	29	30
240	44	84
241	92	7
242	24	98
243	31	63
244	8	33
245	72	76
246	22	48
247	47	16
248	39	13
249	79	52
250	84	51
251	64	99
252	64	94
253	87	82
254	13	67
255	52	16
256	22	54
257	52	42
258	5	43
259	75	83
260	57	12
261	60	46
262	59	78
263	88	5
264	55	97
265	48	68
266	65	37
267	29	10
268	92	30
269	94	16
270	29	3
271	56	44
272	83	48
273	89	7
274	87	87
275	97	64
276	8	42
277	18	55
278	57	66
279	61	6
280	71	10
281	47	8
282	17	35
283	64	75
284	89	7
285	9	56
286	98	16
287	64	63
288	67	81
289	69	53
290	15	54
291	95	64
292	19	23
293	86	13
294	16	73
295	83	46
296	53	87
297	22	30
298	3	67
299	74	83
300	37	91
301	8	80
302	41	35
303	17	69
304	20	8
305	59	83
306	47	34
307	54	52
308	62	63
309	34	39
310	84	78
311	63	17
312	44	35
313	2	82
314	63	45
315	36	73
316	54	99
317	35	41
318	8	92
319	1	49
320	32	27
321	59	57
322	10	76
323	37	13
324	49	71
325	47	70
326	85	33
327	67	10
328	89	27
329	71	67
330	40	52
331	50	6
332	44	93
333	84	82
334	31	52
335	76	84
336	39	60
337	34	35
338	46	48
339	20	68
340	36	94
341	26	64
342	74	21
343	48	90
344	57	61
345	14	17
346	22	97
347	88	63
348	43	66
349	18	72
350	54	73
351	31	93
352	27	93
353	39	64
354	30	72
355	64	56
356	21	65
357	84	89
358	80	94
359	55	30
360	46	35
361	30	66
362	27	68
363	34	19
364	88	69
365	40	49
366	40	41
367	32	70
368	32	66
369	36	70
370	27	61
371	27	1
372	87	47
373	39	11
374	40	65
375	1	91
376	58	83
377	51	30
378	46	82
379	52	82
380	29	33
381	73	89
382	60	69
383	33	5
384	74	91
385	51	67
386	65	98
387	45	75
388	85	52
389	18	83
390	73	23
391	6	16
392	43	31
393	11	55
394	37	89
395	22	60
396	50	66
397	33	92
398	94	10
399	98	63
400	30	68
401	67	47
402	22	94
403	45	10
404	91	7
405	27	62
406	77	64
407	92	33
408	87	20
409	7	3
410	63	22
411	85	26
412	16	13
413	20	16
414	79	10
415	78	16
416	63	7
417	99	43
418	52	84
419	89	44
420	4	41
421	5	16
422	46	78
423	95	96
424	99	31
425	53	1
426	26	60
427	72	38
428	54	42
429	49	89
430	5	31
431	35	27
432	67	67
433	52	34
434	75	18
435	58	41
436	54	78
437	54	63
438	57	1
439	31	50
440	50	56
441	16	83
442	20	73
443	13	85
444	74	71
445	99	62
446	86	79
447	44	34
448	68	52
449	69	95
450	34	41
451	18	25
452	85	88
453	86	71
454	19	43
455	98	17
456	98	66
457	40	13
458	95	16
459	86	50
460	10	70
461	47	85
462	19	96
463	46	90
464	84	84
465	26	15
466	37	16
467	2	43
468	12	23
469	65	87
470	3	31
471	96	61
472	71	1
473	16	34
474	82	67
475	35	99
476	82	91
477	85	81
478	69	1
479	83	31
480	43	51
481	67	7
482	47	80
483	3	68
484	54	58
485	86	67
486	26	56
487	56	81
488	15	97
489	64	69
490	66	94
491	86	98
492	77	48
493	48	69
494	1	44
495	95	29
496	35	43
497	21	60
498	26	81
499	38	23
500	87	79
501	35	24
502	5	14
503	9	88
504	55	18
505	12	72
506	68	21
507	68	95
508	65	43
509	84	15
510	43	63
511	6	79
512	37	76
513	55	25
514	47	63
515	42	92
516	15	33
517	44	75
518	63	19
519	36	52
520	24	17
521	37	46
522	41	89
523	32	6
524	18	6
525	66	14
526	93	60
527	34	70
528	94	28
529	90	89
530	79	39
531	71	31
532	6	93
533	11	15
534	66	66
535	82	44
536	89	87
537	76	18
538	21	31
539	34	6
540	20	38
541	95	1
542	70	11
543	36	30
544	17	62
545	1	27
546	55	95
547	87	72
548	84	60
549	24	97
550	41	51
551	36	5
552	22	29
553	59	11
554	14	40
555	77	90
556	88	31
557	39	72
558	2	56
559	18	75
560	2	16
561	12	17
562	88	56
563	14	96
564	93	70
565	19	35
566	39	32
567	60	55
568	65	58
569	97	17
570	6	76
571	8	72
572	45	93
573	48	46
574	21	44
575	60	63
576	79	20
577	75	69
578	65	65
579	36	86
580	22	56
581	85	54
582	7	58
583	15	46
584	60	69
585	46	10
586	82	65
587	57	53
588	96	25
589	68	5
590	65	18
591	37	26
592	94	45
593	8	11
594	96	57
595	11	41
596	95	18
597	74	96
598	40	99
599	69	88
600	97	99
601	65	15
602	65	79
603	4	22
604	24	61
605	76	70
606	95	88
607	31	14
608	22	88
609	43	39
610	77	18
611	34	54
612	48	72
613	70	8
614	93	87
615	84	39
616	51	90
617	68	49
618	68	14
619	74	69
620	37	91
621	78	49
622	60	31
623	19	9
624	45	81
625	98	61
626	13	23
627	92	30
628	35	58
629	45	62
630	98	28
631	17	30
632	76	49
633	62	84
634	51	45
635	34	35
636	81	86
637	17	12
638	19	41
639	22	35
640	93	63
641	83	18
642	48	5
643	62	74
644	36	82
645	11	6
646	33	33
647	79	25
648	7	9
649	51	40
650	74	57
651	43	85
652	96	53
653	93	59
654	91	15
655	76	15
656	30	83
657	87	59
658	33	77
659	58	49
660	52	67
661	99	66
662	90	84
663	93	76
664	16	96
665	51	42
666	27	87
667	40	92
668	51	24
669	36	33
670	45	41
671	24	12
672	69	75
673	50	11
674	57	99
675	64	8
676	71	10
677	91	61
678	38	61
679	55	84
680	25	53
681	41	7
682	98	51
683	72	80
684	12	47
685	85	9
686	18	56
687	29	9
688	17	84
689	84	79
690	84	74
691	81	48
692	10	56
693	15	72
694	55	47
695	99	68
696	74	79
697	30	38
698	19	70
699	15	1
700	9	30
701	83	1
702	9	24
703	9	11
704	89	26
705	97	92
706	38	71
707	25	78
708	48	47
709	91	38
710	6	3
711	81	89
712	27	77
713	47	10
714	10	45
715	72	61
716	61	16
717	39	54
718	64	70
719	93	45
720	35	51
721	22	90
722	66	73
723	18	45
724	82	14
725	15	8
726	96	85
727	62	95
728	3	23
729	66	9
730	67	10
731	23	36
732	89	27
733	94	60
734	5	53
735	4	87
736	75	40
737	11	24
738	66	41
739	52	28
740	35	46
741	31	66
742	60	29
743	52	92
744	98	60
745	70	16
746	51	63
747	89	92
748	52	41
749	91	83
750	68	55
751	94	95
752	17	43
753	81	5
754	30	82
755	28	34
756	99	63
757	91	58
758	48	57
759	18	41
760	56	44
761	5	87
762	77	6
763	46	94
764	75	28
765	82	37
766	30	44
767	86	74
768	76	46
769	28	66
770	99	6
771	66	53
772	9	96
773	52	56
774	96	56
775	97	69
776	54	51
777	56	3
778	94	31
779	56	2
780	36	67
781	11	38
782	10	64
783	10	95
784	61	85
785	89	36
786	86	58
787	52	55
788	11	95
789	51	4
790	72	6
791	56	47
792	47	24
793	53	10
794	9	39
795	6	9
796	45	44
797	8	17
798	10	54
799	40	16
800	49	68
801	26	29
802	81	35
803	30	75
804	79	92
805	95	79
806	24	49
807	73	49
808	58	70
809	9	26
810	32	66
811	8	12
812	26	76
813	31	16
814	29	35
815	3	70
816	98	75
817	10	26
818	99	79
819	69	38
820	15	76
821	25	62
822	11	38
823	8	95
824	19	68
825	34	14
826	23	51
827	27	42
828	55	49
829	83	57
830	25	81
831	56	84
832	8	21
833	98	63
834	1	5
835	80	67
836	28	15
837	50	4
838	98	38
839	5	55
840	68	16
841	66	36
842	75	91
843	38	90
844	46	30
845	9	19
846	3	70
847	91	62
848	26	9
849	13	89
850	54	24
851	37	91
852	94	79
853	18	86
854	42	90
855	6	20
856	55	8
857	96	69
858	60	31
859	58	34
860	53	4
861	71	65
862	27	53
863	59	62
864	49	52
865	76	72
866	63	2
867	78	11
868	96	55
869	45	93
870	13	36
871	44	51
872	20	68
873	96	38
874	72	77
875	80	54
876	19	23
877	75	52
878	12	44
879	95	35
880	5	59
881	58	69
882	79	65
883	20	36
884	30	74
885	10	64
886	13	40
887	8	51
888	89	31
889	8	2
890	54	59
891	81	86
892	36	70
893	14	54
894	86	45
895	4	10
896	76	88
897	53	59
898	93	54
899	26	70
900	33	21
901	60	33
902	84	45
903	75	66
904	67	71
905	30	81
906	67	21
907	91	9
908	60	3
909	47	5
910	12	47
911	35	49
912	6	86
913	40	86
914	56	98
915	19	63
916	95	86
917	32	79
918	43	77
919	48	5
920	85	10
921	31	75
922	81	50
923	52	20
924	24	42
925	88	97
926	44	34
927	20	21
928	7	49
929	46	57
930	20	61
931	47	62
932	41	15
933	92	76
934	79	81
935	91	38
936	14	64
937	15	20
938	39	94
939	34	64
940	59	60
941	93	22
942	41	3
943	50	11
944	67	47
945	6	95
946	57	84
947	99	51
948	25	96
949	77	89
950	25	4
951	68	66
952	85	36
953	29	80
954	44	24
955	84	62
956	82	2
957	4	75
958	86	23
959	67	51
960	44	53
961	38	73
962	22	2
963	95	35
964	22	46
965	48	70
966	37	46
967	80	14
968	93	22
969	44	9
970	70	35
971	34	28
972	3	52
973	74	38
974	86	88
975	40	42
976	13	31
977	30	75
978	10	32
979	75	25
980	92	29
981	72	23
982	36	29
983	49	52
984	60	27
985	60	92
986	20	31
987	80	93
988	29	20
989	7	55
990	94	16
991	44	46
992	21	5
993	36	73
994	97	28
995	54	11
996	32	89
997	17	26
998	78	65
999	90	65
1000	57	38
1001	66	48
1002	39	74
1003	93	47
1004	99	68
1005	81	97
1006	43	93
1007	97	23
1008	95	61
1009	86	31
1010	41	90
1011	77	40
1012	66	70
1013	36	93
1014	56	42
1015	79	26
1016	73	13
1017	84	46
1018	90	12
1019	77	78
1020	73	89
1021	82	56
1022	78	17
1023	75	77
1024	8	73
1025	61	60
1026	99	46
1027	17	39
1028	32	63
1029	5	50
1030	75	88
1031	98	82
1032	26	46
1033	57	83
1034	59	16
1035	5	33
1036	86	32
1037	46	84
1038	61	65
1039	36	22
1040	79	66
1041	12	97
1042	36	78
1043	40	26
1044	75	65
1045	53	42
1046	24	48
1047	93	50
1048	33	49
1049	64	49
1050	79	89
1051	19	66
1052	50	65
1053	30	65
1054	84	11
1055	74	64
1056	61	63
1057	39	84
1058	10	94
1059	59	76
1060	19	83
1061	29	11
1062	60	40
1063	89	23
1064	69	90
1065	79	51
1066	16	48
1067	11	97
1068	60	65
1069	74	41
1070	3	44
1071	5	48
1072	32	63
1073	57	42
1074	18	40
1075	21	16
1076	26	36
1077	76	49
1078	71	83
1079	73	63
1080	12	38
1081	83	50
1082	46	27
1083	90	94
1084	33	6
1085	48	64
1086	10	35
1087	97	50
1088	91	42
1089	79	52
1090	65	10
1091	43	99
1092	48	91
1093	72	17
1094	79	18
1095	55	46
1096	95	89
1097	16	37
1098	31	41
1099	45	4
1100	67	63
1101	97	90
1102	40	77
1103	17	92
1104	44	32
1105	39	93
1106	92	9
1107	97	81
1108	98	38
1109	55	70
1110	14	75
1111	64	9
1112	43	9
1113	48	78
1114	81	73
1115	34	90
1116	80	47
1117	22	31
1118	21	18
1119	49	36
1120	29	64
1121	70	87
1122	67	21
1123	56	66
1124	36	63
1125	38	10
1126	16	49
1127	55	1
1128	78	58
1129	31	1
1130	88	57
1131	2	64
1132	92	68
1133	86	23
1134	58	13
1135	74	33
1136	19	84
1137	3	42
1138	8	83
1139	46	59
1140	68	41
1141	87	83
1142	83	83
1143	41	43
1144	41	59
1145	15	69
1146	31	30
1147	95	16
1148	37	23
1149	33	79
1150	13	92
1151	77	7
1152	48	29
1153	12	77
1154	36	54
1155	94	57
1156	38	2
1157	82	82
1158	23	20
1159	78	21
1160	89	61
1161	90	90
1162	5	20
1163	40	84
1164	63	39
1165	31	72
1166	76	73
1167	2	6
1168	83	25
1169	76	11
1170	67	17
1171	19	70
1172	50	4
1173	23	98
1174	20	70
1175	32	98
1176	89	7
1177	25	20
1178	4	93
1179	32	64
1180	35	65
1181	38	60
1182	66	11
1183	33	38
1184	46	47
1185	61	9
1186	77	12
1187	15	79
1188	76	27
1189	97	37
1190	35	95
1191	99	27
1192	46	24
1193	15	24
1194	86	48
1195	13	44
1196	5	21
1197	29	48
1198	83	68
1199	13	62
1200	68	30
1201	41	73
1202	51	45
1203	72	55
1204	91	27
1205	20	67
1206	93	24
1207	48	19
1208	43	37
1209	84	60
1210	5	27
1211	45	94
1212	43	7
1213	74	73
1214	33	24
1215	53	84
1216	57	2
1217	46	91
1218	46	8
1219	32	16
1220	80	35
1221	59	51
1222	70	71
1223	9	5
1224	62	11
1225	35	92
1226	87	66
1227	70	79
1228	50	28
1229	51	42
1230	26	83
1231	82	5
1232	93	81
1233	88	26
1234	40	40
1235	72	19
1236	69	20
1237	91	29
1238	31	37
1239	45	99
1240	89	93
1241	57	77
1242	56	74
1243	2	28
1244	67	5
1245	87	51
1246	53	93
1247	74	67
1248	92	46
1249	85	60
1250	78	30
1251	50	56
1252	82	46
1253	80	39
1254	36	14
1255	5	24
1256	1	25
1257	97	61
1258	86	57
1259	59	98
1260	49	54
1261	45	46
1262	11	2
1263	48	19
1264	76	1
1265	31	31
1266	84	53
1267	98	80
1268	17	67
1269	78	76
1270	99	52
1271	74	82
1272	41	1
1273	55	71
1274	68	26
1275	77	14
1276	57	15
1277	15	22
1278	38	65
1279	65	62
1280	90	12
1281	64	95
1282	73	73
1283	40	60
1284	37	89
1285	39	18
1286	97	36
1287	34	14
1288	82	38
1289	63	86
1290	97	50
1291	65	38
1292	59	52
1293	17	77
1294	37	94
1295	7	82
1296	77	27
1297	97	68
1298	29	51
1299	38	37
1300	52	65
1301	98	77
1302	88	47
1303	85	31
1304	17	70
1305	19	46
1306	84	15
1307	64	81
1308	58	41
1309	34	81
1310	63	94
1311	19	38
1312	6	38
1313	88	17
1314	51	34
1315	96	25
1316	2	2
1317	48	95
1318	26	89
1319	57	31
1320	75	40
1321	52	73
